date,open,high,low,close,CI,trend,in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend
2015-01-02,1.5544,1.55467,1.53242,1.53244,46.26274284194842,1.0,0.5,0.014519518147766346,0.004789213755097381,High_Volatility,High Volatility + Trend
2015-01-05,1.52995,1.53184,1.51718,1.52483,35.739934476069855,1.0,0.0,0.009662663625937672,0.004789213755097381,High_Volatility,High Volatility + Trend
2015-01-06,1.52482,1.52729,1.51404,1.51485,34.0241091009076,1.0,0.0,0.008751420041742612,0.004789213755097381,High_Volatility,High Volatility + Trend
2015-01-07,1.51485,1.51546,1.50543,1.51084,30.99321624900471,1.0,0.0,0.006662548242030505,0.004797725698962018,High_Volatility,High Volatility + Trend
2015-01-08,1.51083,1.51166,1.50336,1.50882,33.33037604225164,1.0,0.0,0.005520966368667501,0.004797725698962018,High_Volatility,High Volatility + Trend
2015-01-09,1.50882,1.51738,1.50764,1.51571,32.825411992258246,1.0,0.0,0.006460428218938115,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-12,1.51768,1.51929,1.50982,1.51694,33.526378060715565,1.0,0.0,0.006272270866725894,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-13,1.51697,1.51908,1.50769,1.51582,36.089699571738585,1.0,0.0,0.0075546033999031705,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-14,1.51582,1.52678,1.51443,1.5232,35.81904857595848,1.0,0.0,0.008154883355453923,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-15,1.52321,1.52665,1.51494,1.51805,35.71455957928596,1.0,0.0,0.007729679063197294,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-16,1.51813,1.52336,1.50745,1.5145,36.01450435549572,1.0,0.0,0.010554247238714445,0.004841475847402428,High_Volatility,High Volatility + Trend
2015-01-19,1.51274,1.5178,1.51079,1.51098,36.401710878602834,1.0,0.0,0.004639956579008307,0.004797725698962018,Low_Volatility,Low Volatility + Trend
2015-01-20,1.51107,1.51985,1.50577,1.51417,36.93535753076768,1.0,0.0,0.009350697649707373,0.004797725698962018,High_Volatility,High Volatility + Trend
