date,open,high,low,close,trend,Volatility,Volatility_median,Volatility_status,Volatility_Trend
2021-01-04,1.36279,1.37031,1.35413,1.35704,0,0.011948631224476128,0.009173547910131873,High_Volatility,High Volatility + No Trend
2021-01-05,1.35692,1.36408,1.35535,1.36259,0,0.006441140664772866,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-01-06,1.36165,1.36705,1.35382,1.36071,0,0.009772347874902184,0.00918878359298312,High_Volatility,High Volatility + No Trend
2021-01-07,1.36073,1.36331,1.35319,1.35643,0,0.0074786245833919325,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-08,1.35619,1.36354,1.35379,1.35625,0,0.007202003264908091,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-11,1.35601,1.35686,1.34494,1.35016,0,0.008862848900322639,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-12,1.35045,1.36695,1.35021,1.36651,0,0.012398071411113975,0.009213833848282737,High_Volatility,High Volatility + No Trend
2021-01-13,1.36565,1.37005,1.36113,1.36367,0,0.0065533784429114336,0.009213833848282737,Low_Volatility,Low Volatility + No Trend
2021-01-14,1.36382,1.37099,1.36161,1.36864,0,0.006888903577382617,0.009213833848282737,Low_Volatility,Low Volatility + No Trend
2021-01-15,1.36867,1.36972,1.35718,1.35825,0,0.009239747122710322,0.009237304969291673,High_Volatility,High Volatility + No Trend
2021-01-18,1.35947,1.35985,1.35195,1.35851,0,0.005843411368763651,0.009213833848282737,Low_Volatility,Low Volatility + No Trend
2021-01-19,1.35856,1.36363,1.35696,1.36297,0,0.0049153991274613505,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-20,1.36284,1.37183,1.36229,1.36498,0,0.007002914210630705,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-01-21,1.36531,1.37458,1.36477,1.37277,0,0.007188024355752159,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-01-22,1.37292,1.37358,1.36351,1.36799,0,0.007385351042529958,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-01-25,1.36786,1.37232,1.36481,1.36706,0,0.005502597431144192,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-01-26,1.36628,1.37447,1.36092,1.37321,0,0.009956500014696069,0.00918878359298312,High_Volatility,High Volatility + No Trend
2021-01-27,1.37353,1.37584,1.36588,1.36827,0,0.007292002225671339,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-28,1.36847,1.37457,1.36298,1.3715,0,0.008503426315866695,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-01-29,1.37202,1.3751,1.36567,1.36976,0,0.0069050356235401305,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-02-01,1.36985,1.37573,1.36556,1.36626,0,0.007447494068367402,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-02-02,1.36584,1.37101,1.36109,1.36618,0,0.007288276307959174,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-02-03,1.36634,1.3683,1.36188,1.36388,0,0.004714071724381071,0.009173547910131873,Low_Volatility,Low Volatility + No Trend
2021-02-04,1.36413,1.36974,1.35655,1.36718,0,0.009723194869337684,0.00918878359298312,High_Volatility,High Volatility + No Trend
2021-02-05,1.36599,1.37396,1.36565,1.37298,0,0.006085014461977842,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-02-08,1.37099,1.37489,1.36796,1.37342,0,0.005065937600514547,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-02-09,1.37368,1.38204,1.37337,1.38111,0,0.006312938246794349,0.00918878359298312,Low_Volatility,Low Volatility + No Trend
2021-02-10,1.38113,1.38655,1.38023,1.38305,1,0.004578946987096267,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-11,1.38307,1.38588,1.38,1.38117,1,0.00426086956521747,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-12,1.38112,1.3862,1.37753,1.38465,1,0.006293873817630235,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-15,1.38484,1.39186,1.38468,1.38992,1,0.0051853135742555585,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-16,1.39049,1.39512,1.38689,1.38987,1,0.005934140414885073,0.009173547910131873,Low_Volatility,Low Volatility + Trend
2021-02-17,1.39023,1.39078,1.38288,1.38597,1,0.005712715492305764,0.009173547910131873,Low_Volatility,Low Volatility + Trend
2021-02-18,1.38574,1.39856,1.38393,1.39699,1,0.0105713439263546,0.00918878359298312,High_Volatility,High Volatility + Trend
2021-02-19,1.39633,1.40359,1.3951,1.40047,1,0.006085585262705101,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-22,1.40118,1.40866,1.39802,1.40588,1,0.007610763794509365,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-23,1.40621,1.41163,1.40536,1.41053,1,0.004461490294301815,0.00918878359298312,Low_Volatility,Low Volatility + Trend
2021-02-24,1.41088,1.42351,1.40818,1.41353,1,0.010886392364612526,0.00918878359298312,High_Volatility,High Volatility + Trend
2021-02-25,1.41408,1.41811,1.39998,1.40033,1,0.01295018500264288,0.00918878359298312,High_Volatility,High Volatility + Trend
2021-02-26,1.40171,1.40261,1.38873,1.39127,1,0.009994743398644727,0.00918878359298312,High_Volatility,High Volatility + Trend
2021-03-01,1.39298,1.39986,1.39034,1.39175,1,0.006847245997382076,0.009173547910131873,Low_Volatility,Low Volatility + Trend
2021-03-02,1.39238,1.39764,1.38586,1.39483,1,0.008500137098985396,0.009114799547588408,Low_Volatility,Low Volatility + Trend
2021-03-03,1.39546,1.40058,1.39203,1.39463,0,0.006142109006271298,0.00906644464405203,Low_Volatility,Low Volatility + No Trend
2021-03-04,1.39501,1.40166,1.38799,1.38906,0,0.009848774126614637,0.00906644464405203,High_Volatility,High Volatility + No Trend
2021-03-05,1.38911,1.39064,1.37778,1.38325,0,0.009333855913135692,0.00906644464405203,High_Volatility,High Volatility + No Trend
2021-03-08,1.38127,1.3865,1.37997,1.38161,0,0.004731986927252148,0.009061262263339493,Low_Volatility,Low Volatility + No Trend
2021-03-09,1.38195,1.39248,1.38012,1.38854,0,0.00895574297887135,0.009054265138229666,Low_Volatility,Low Volatility + No Trend
2021-03-10,1.38856,1.39378,1.38449,1.39303,0,0.006710052076938093,0.009012617654620796,Low_Volatility,Low Volatility + No Trend
2021-03-11,1.39235,1.39946,1.39183,1.39876,0,0.005481991335148708,0.008964809681109217,Low_Volatility,Low Volatility + No Trend
2021-03-12,1.39854,1.40044,1.38629,1.39121,0,0.010207099524630406,0.008964809681109217,High_Volatility,High Volatility + No Trend
2021-03-14,1.39146,1.39197,1.39143,1.39193,0,0.00038808995062632326,0.00894800607733462,Low_Volatility,Low Volatility + No Trend
